;Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine
459;2007-10-25 19:29:54.051726;M;11;1.0;11;1.529242;0.8084450000000001;s;living_room;living_room;7;1;weekday_
460;2007-10-25 19:29:54.860171;M;6;1.0;6;4.6017280000000005;39.563035;s;living_room;living_room;7;1;weekday_
463;2007-10-25 19:30:34.423206;M;11;1.0;11;1.733532;27.31247;s;living_room;living_room;7;1;weekday_
465;2007-10-25 19:31:01.735676;M;11;1.0;11;1.0377150000000002;9.806378;s;living_room;living_room;7;1;weekday_
467;2007-10-25 19:31:11.542054;M;6;1.0;6;8.454211;0.24202;s;living_room;living_room;7;1;weekday_
468;2007-10-25 19:31:11.784074;M;11;1.0;11;2.853267;0.7040690000000001;s;living_room;living_room;7;1;weekday_
469;2007-10-25 19:31:12.488143;M;10;1.0;10;2.987254;2.824262;s;living_room;living_room;7;1;weekday_
471;2007-10-25 19:31:15.312405;M;5;1.0;5;1.6945020000000002;9.784826;s;living_room;living_room;7;1;weekday_
475;2007-10-25 19:31:25.097231;M;6;1.0;6;6.410593;25.859832;s;living_room;living_room;7;1;weekday_
477;2007-10-25 19:31:50.957063;M;11;1.0;11;3.342061;0.311911;s;living_room;living_room;7;1;weekday_
478;2007-10-25 19:31:51.268974;M;6;1.0;6;1.631542;2.225374;s;living_room;living_room;7;1;weekday_
480;2007-10-25 19:31:53.494348;M;6;1.0;6;2.407328;4.328790000000001;s;living_room;living_room;7;1;weekday_
483;2007-10-25 19:31:57.823138;M;6;1.0;6;3.077138;14.192983000000002;s;living_room;living_room;7;1;weekday_
485;2007-10-25 19:32:12.016121;M;6;1.0;6;1.8546030000000002;35.468234;s;living_room;living_room;7;1;weekday_
487;2007-10-25 19:32:47.484355;M;6;1.0;6;0.566261;33.580816;s;living_room;living_room;7;1;weekday_
489;2007-10-25 19:33:21.065171;M;11;1.0;11;4.223112;0.20997300000000002;s;living_room;living_room;7;1;weekday_
490;2007-10-25 19:33:21.275144;M;6;1.0;6;1.799803;0.237912;s;living_room;living_room;7;1;weekday_
491;2007-10-25 19:33:21.513056;M;5;1.0;5;2.0994360000000003;0.529861;s;living_room;living_room;7;1;weekday_
492;2007-10-25 19:33:22.042917;M;10;1.0;10;1.842527;5.963329000000001;s;living_room;living_room;7;1;weekday_
497;2007-10-25 19:33:28.006246;M;6;1.0;6;4.735320000000001;0.475335;s;living_room;living_room;7;1;weekday_
498;2007-10-25 19:33:28.481581;M;10;1.0;10;2.2002140000000003;1.2411050000000001;s;living_room;living_room;7;1;weekday_
499;2007-10-25 19:33:29.722686;M;11;1.0;11;4.28652;20.753821000000002;s;living_room;living_room;7;1;weekday_
503;2007-10-25 19:33:50.476507;M;11;1.0;11;3.8412200000000003;0.11301000000000001;s;living_room;living_room;7;1;weekday_
504;2007-10-25 19:33:50.589517;M;6;1.0;6;6.437766000000001;23.722999;s;living_room;living_room;7;1;weekday_
507;2007-10-25 19:34:14.312516;M;6;1.0;6;4.41779;0.788788;s;living_room;living_room;7;1;weekday_
508;2007-10-25 19:34:15.101304;M;11;1.0;11;2.341371;170.49030900000002;s;living_room;living_room;7;1;weekday_
511;2007-10-25 19:37:05.591613;M;11;1.0;11;4.7637100000000006;0.189953;s;living_room;living_room;7;1;weekday_
512;2007-10-25 19:37:05.781566;M;6;1.0;6;10.741905000000001;3.8739580000000005;s;living_room;living_room;7;1;weekday_
513;2007-10-25 19:37:09.655524;M;5;1.0;5;3.889679;3.3611940000000002;s;living_room;living_room;7;1;weekday_
515;2007-10-25 19:37:13.016718;M;7;1.0;7;3.282773;0.8825130000000001;s;living_room;living_room;7;1;weekday_
517;2007-10-25 19:37:13.899231;M;8;1.0;8;2.903487;0.48404400000000003;s;living_room;living_room;7;1;weekday_
518;2007-10-25 19:37:14.383275;M;9;1.0;9;1.80017;0.9640920000000001;s;living_room;living_room;7;1;weekday_
519;2007-10-25 19:37:15.347367;M;15;1.0;15;3.9490890000000003;0.32402600000000004;s;living_room;living_room;7;1;weekday_
520;2007-10-25 19:37:15.671393;M;16;1.0;16;3.508042;3.769022;s;kitchen;kitchen;8;0;weekday_
527;2007-10-25 19:37:19.440415;M;17;1.0;17;8.599887;6.589272;s;kitchen;kitchen;8;0;weekday_
528;2007-10-25 19:37:26.029687;M;16;1.0;16;1.5315670000000001;3.265088;s;kitchen;kitchen;8;0;weekday_
531;2007-10-25 19:37:29.294775;M;16;1.0;16;5.349526;0.122978;s;kitchen;kitchen;8;0;weekday_
532;2007-10-25 19:37:29.417753;M;17;1.0;17;6.573141000000001;2.19437;s;kitchen;kitchen;8;0;weekday_
533;2007-10-25 19:37:31.612123;M;15;1.0;15;3.8069210000000004;1.0297;s;living_room;living_room;9;6;weekday_
534;2007-10-25 19:37:32.641823;M;8;1.0;8;4.365782;0.175961;s;living_room;living_room;9;6;weekday_
535;2007-10-25 19:37:32.817784;M;9;1.0;9;1.8265170000000002;0.6817920000000001;s;living_room;living_room;9;6;weekday_
536;2007-10-25 19:37:33.499576;M;7;1.0;7;3.631008;0.9977400000000001;s;living_room;living_room;9;6;weekday_
537;2007-10-25 19:37:34.497316;M;6;1.0;6;3.473015;1.519368;s;living_room;living_room;9;6;weekday_
542;2007-10-25 19:37:36.016684;M;11;1.0;11;4.043074;42.854769000000005;s;living_room;living_room;9;6;weekday_
547;2007-10-25 19:38:18.871453;M;6;1.0;6;5.395284;27.441026;s;living_room;living_room;9;6;weekday_
549;2007-10-25 19:38:46.312479;M;11;1.0;11;2.422308;12.155657000000001;s;living_room;living_room;9;6;weekday_
551;2007-10-25 19:38:58.468136;M;11;1.0;11;1.789541;2.368363;s;living_room;living_room;9;6;weekday_
553;2007-10-25 19:39:00.836499;M;6;1.0;6;4.259056;24.229896;s;living_room;living_room;9;6;weekday_
555;2007-10-25 19:39:25.066395;M;6;1.0;6;5.869378;11.689149;s;living_room;living_room;9;6;weekday_
557;2007-10-25 19:39:36.755544;M;11;1.0;11;5.21454;0.43587400000000004;s;living_room;living_room;9;6;weekday_
558;2007-10-25 19:39:37.191418;M;6;1.0;6;2.6093100000000002;5.034595;s;living_room;living_room;9;6;weekday_
561;2007-10-25 19:39:42.226013;M;11;1.0;11;2.323348;2.499308;s;living_room;living_room;9;6;weekday_
563;2007-10-25 19:39:44.725321;M;11;1.0;11;2.087412;28.606378000000003;s;living_room;living_room;9;6;weekday_
565;2007-10-25 19:40:13.331699;M;11;1.0;11;1.7801570000000002;21.526094;s;living_room;living_room;9;6;weekday_
567;2007-10-25 19:40:34.857793;M;6;1.0;6;3.3971090000000004;8.264253;s;living_room;living_room;9;6;weekday_
569;2007-10-25 19:40:43.122046;M;11;1.0;11;2.8900900000000003;9.759421000000001;s;living_room;living_room;9;6;weekday_
571;2007-10-25 19:40:52.881467;M;11;1.0;11;2.106425;15.863589000000001;s;living_room;living_room;9;6;weekday_
573;2007-10-25 19:41:08.745056;M;11;1.0;11;1.817509;45.662495;s;living_room;living_room;9;6;weekday_
575;2007-10-25 19:41:54.407551;M;11;1.0;11;3.5030240000000004;0.5078560000000001;s;living_room;living_room;9;6;weekday_
576;2007-10-25 19:41:54.915407;M;6;1.0;6;3.651997;1.4756;s;living_room;living_room;9;6;weekday_
577;2007-10-25 19:41:56.391007;M;5;1.0;5;1.823479;2.027419;s;living_room;living_room;9;6;weekday_
580;2007-10-25 19:41:58.418426;M;10;1.0;10;1.961473;0.45588300000000004;s;living_room;living_room;9;6;weekday_
582;2007-10-25 19:41:58.874309;M;11;1.0;11;1.8144850000000001;50.817277000000004;s;living_room;living_room;9;6;weekday_
585;2007-10-25 19:42:49.691586;M;6;1.0;6;7.548421;0.115987;s;living_room;living_room;9;6;weekday_
586;2007-10-25 19:42:49.807573;M;11;1.0;11;1.267141;0.11495300000000001;s;living_room;living_room;9;6;weekday_
587;2007-10-25 19:42:49.922526;M;10;1.0;10;1.683605;6.700042000000001;s;living_room;living_room;9;6;weekday_
590;2007-10-25 19:42:56.622568;M;10;1.0;10;1.7380440000000001;1.196093;s;living_room;living_room;9;6;weekday_
592;2007-10-25 19:42:57.818661;M;11;1.0;11;2.291696;9.630671000000001;s;living_room;living_room;9;6;weekday_
595;2007-10-25 19:43:07.449332;M;11;1.0;11;1.6305450000000001;2.518292;s;living_room;living_room;9;6;weekday_
597;2007-10-25 19:43:09.967624;M;5;1.0;5;1.0437150000000002;0.9197350000000001;s;living_room;living_room;9;6;weekday_
598;2007-10-25 19:43:10.887359;M;11;1.0;11;1.483592;72.327123;s;living_room;living_room;9;6;weekday_
601;2007-10-25 19:44:23.214482;M;11;1.0;11;1.5775540000000001;153.473679;s;living_room;living_room;9;6;weekday_
603;2007-10-25 19:46:56.688161;M;11;1.0;11;4.197030000000001;2.23537;s;living_room;living_room;9;6;weekday_
604;2007-10-25 19:46:58.923531;M;6;1.0;6;3.051737;31.448107;s;living_room;living_room;9;6;weekday_
607;2007-10-25 19:47:30.371638;M;11;1.0;11;2.133656;4.8689;s;living_room;living_room;9;6;weekday_
609;2007-10-25 19:47:35.240538;M;11;1.0;11;1.9994610000000002;2.999187;s;living_room;living_room;9;6;weekday_
611;2007-10-25 19:47:38.239725;M;11;1.0;11;1.6585610000000002;7.707877000000001;s;living_room;living_room;9;6;weekday_
613;2007-10-25 19:47:45.947602;M;11;1.0;11;1.8634670000000002;0.46386200000000005;s;living_room;living_room;9;6;weekday_
614;2007-10-25 19:47:46.411464;M;6;1.0;6;1.549552;1.6725340000000002;s;living_room;living_room;9;6;weekday_
617;2007-10-25 19:47:48.083998;M;6;1.0;6;1.9684300000000001;6.099273;s;living_room;living_room;9;6;weekday_
619;2007-10-25 19:47:54.183271;M;6;1.0;6;4.720668;1.7575010000000002;s;living_room;living_room;9;6;weekday_
620;2007-10-25 19:47:55.940772;M;11;1.0;11;2.0668450000000003;9.635346;s;living_room;living_room;9;6;weekday_
623;2007-10-25 19:48:05.576118;M;11;1.0;11;4.51504;1.9934600000000002;s;living_room;living_room;9;6;weekday_
624;2007-10-25 19:48:07.569578;M;6;1.0;6;1.820864;30.453416;s;living_room;living_room;9;6;weekday_
627;2007-10-25 19:48:38.022994;M;6;1.0;6;6.355499;8.488907000000001;s;living_room;living_room;9;6;weekday_
629;2007-10-25 19:48:46.511901;M;6;1.0;6;1.0257100000000001;25.073011;s;living_room;living_room;9;6;weekday_
631;2007-10-25 19:49:11.584912;M;11;1.0;11;1.617556;11.077255000000001;s;living_room;living_room;9;6;weekday_
633;2007-10-25 19:49:22.662167;M;11;1.0;11;1.942781;21.119837;s;living_room;living_room;9;6;weekday_
635;2007-10-25 19:49:43.782004;M;11;1.0;11;1.790154;2.222115;s;living_room;living_room;9;6;weekday_
637;2007-10-25 19:49:46.004119;M;11;1.0;11;2.459645;1.0004840000000002;s;living_room;living_room;9;6;weekday_
638;2007-10-25 19:49:47.004603;M;10;1.0;10;1.6571060000000002;2.6448500000000004;s;living_room;living_room;9;6;weekday_
641;2007-10-25 19:49:49.649453;M;10;1.0;10;1.387615;55.215163000000004;s;living_room;living_room;9;6;weekday_
643;2007-10-25 19:50:44.864616;M;6;1.0;6;4.03748;87.66542600000001;s;living_room;living_room;9;6;weekday_
645;2007-10-25 19:52:12.530042;M;6;1.0;6;4.526765;2.2903800000000003;s;living_room;living_room;9;6;weekday_
646;2007-10-25 19:52:14.820422;M;11;1.0;11;4.077877;7.5748940000000005;s;living_room;living_room;9;6;weekday_
649;2007-10-25 19:52:22.395316;M;6;1.0;6;2.702115;76.15998900000001;s;living_room;living_room;9;6;weekday_
651;2007-10-25 19:53:38.555305;M;6;1.0;6;2.021449;50.359162000000005;s;living_room;living_room;9;6;weekday_
653;2007-10-25 19:54:28.914467;M;11;1.0;11;3.491086;0.735866;s;living_room;living_room;9;6;weekday_
654;2007-10-25 19:54:29.650333;M;6;1.0;6;4.446761;2.527289;s;living_room;living_room;9;6;weekday_
655;2007-10-25 19:54:32.177622;M;10;1.0;10;2.815213;59.73255;s;living_room;living_room;9;6;weekday_
659;2007-10-25 19:55:31.910172;M;6;1.0;6;3.842922;4.41676;s;living_room;living_room;9;6;weekday_
661;2007-10-25 19:55:36.326932;M;6;1.0;6;5.7014450000000005;8.055787;s;living_room;living_room;9;6;weekday_
663;2007-10-25 19:55:44.382719;M;6;1.0;6;9.115475;0.9977140000000001;s;living_room;living_room;9;6;weekday_
664;2007-10-25 19:55:45.380433;M;11;1.0;11;1.8854920000000002;0.6463880000000001;s;living_room;living_room;9;6;weekday_
665;2007-10-25 19:55:46.026821;M;10;1.0;10;2.11086;8.053193;s;living_room;living_room;9;6;weekday_
669;2007-10-25 19:55:54.080014;M;6;1.0;6;5.264562000000001;5.8743870000000005;s;living_room;living_room;9;6;weekday_
671;2007-10-25 19:55:59.954401;M;10;1.0;10;4.134902;27.448854;s;living_room;living_room;9;6;weekday_
673;2007-10-25 19:56:27.403255;M;6;1.0;6;2.371208;13.342892;s;living_room;living_room;9;6;weekday_
675;2007-10-25 19:56:40.746147;M;10;1.0;10;2.026449;40.523571000000004;s;living_room;living_room;9;6;weekday_
677;2007-10-25 19:57:21.269718;M;6;1.0;6;0.398847;67.61722900000001;s;living_room;living_room;9;6;weekday_
679;2007-10-25 19:58:28.886947;M;6;1.0;6;2.351335;4.334802000000001;s;living_room;living_room;9;6;weekday_
681;2007-10-25 19:58:33.221749;M;6;1.0;6;5.361259;117.47597200000001;s;living_room;living_room;9;6;weekday_
683;2007-10-25 20:00:30.697721;M;6;1.0;6;3.3813400000000002;41.759467;s;living_room;living_room;9;6;weekday_
685;2007-10-25 20:01:12.457188;M;6;1.0;6;3.419038;2.552784;s;living_room;living_room;9;6;weekday_
686;2007-10-25 20:01:15.009972;M;10;1.0;10;2.3818300000000003;3.461536;s;living_room;living_room;9;6;weekday_
689;2007-10-25 20:01:18.471508;M;11;1.0;11;2.591154;2.111438;s;living_room;living_room;9;6;weekday_
691;2007-10-25 20:01:20.582946;M;6;1.0;6;4.472726000000001;39.317305000000005;s;living_room;living_room;9;6;weekday_
690;2007-10-25 20:01:20.582946;M;10;1.0;10;1.831455;0.0;s;living_room;living_room;9;6;weekday_
695;2007-10-25 20:01:59.900251;M;11;1.0;11;2.8914150000000003;6.162208000000001;s;living_room;living_room;9;6;weekday_
697;2007-10-25 20:02:06.062459;M;6;1.0;6;1.945707;51.651716;s;living_room;living_room;9;6;weekday_
699;2007-10-25 20:02:57.714175;M;6;1.0;6;1.9650200000000002;3.7495670000000003;s;living_room;living_room;9;6;weekday_
701;2007-10-25 20:03:01.463742;M;6;1.0;6;4.3378820000000005;0.830752;s;living_room;living_room;9;6;weekday_
702;2007-10-25 20:03:02.294494;M;11;1.0;11;4.425051;8.84929;s;living_room;living_room;9;6;weekday_
705;2007-10-25 20:03:11.143784;M;6;1.0;6;5.423019;0.377912;s;living_room;living_room;9;6;weekday_
706;2007-10-25 20:03:11.521696;M;11;1.0;11;2.5252950000000003;3.596991;s;living_room;living_room;9;6;weekday_
708;2007-10-25 20:03:15.118687;M;11;1.0;11;2.406194;18.66748;s;living_room;living_room;9;6;weekday_
711;2007-10-25 20:03:33.786167;M;11;1.0;11;7.575907000000001;9.918252;s;living_room;living_room;9;6;weekday_
713;2007-10-25 20:03:43.704419;M;11;1.0;11;1.7895;4.363184;s;living_room;living_room;9;6;weekday_
715;2007-10-25 20:03:48.067603;M;6;1.0;6;6.703864;0.7384050000000001;s;living_room;living_room;9;6;weekday_
716;2007-10-25 20:03:48.806008;M;10;1.0;10;3.197906;1.8964740000000002;s;living_room;living_room;9;6;weekday_
717;2007-10-25 20:03:50.702482;M;5;1.0;5;2.320457;1.3014320000000001;s;living_room;living_room;9;6;weekday_
718;2007-10-25 20:03:52.003914;M;7;1.0;7;3.346387;1.204962;s;living_room;living_room;9;6;weekday_
721;2007-10-25 20:03:53.208876;M;1;1.0;1;2.273406;0.345911;s;living_room;living_room;9;6;weekday_
722;2007-10-25 20:03:53.554787;M;23;1.0;23;1.533428;1.055712;s;hallway_downstairs;hallway_downstairs;10;0;weekday_
723;2007-10-25 20:03:54.610499;M;22;1.0;22;4.840696;2.063434;s;hallway_downstairs;hallway_downstairs;10;0;weekday_
728;2007-10-25 20:03:56.673933;M;23;1.0;23;2.117421;0.501866;s;hallway_downstairs;hallway_downstairs;10;0;weekday_
729;2007-10-25 20:03:57.175799;M;1;1.0;1;3.233207;0.7437950000000001;s;living_room;living_room;11;0;weekday_
730;2007-10-25 20:03:57.919594;M;7;1.0;7;5.147432;1.6625750000000001;s;living_room;living_room;11;0;weekday_
733;2007-10-25 20:03:59.582169;M;22;1.0;22;1.014847;1.41086;s;hallway_downstairs;living_room;11;0;weekday_
736;2007-10-25 20:04:00.993029;M;1;1.0;1;1.740148;0.24002300000000001;s;living_room;hallway_downstairs;12;0;weekday_
737;2007-10-25 20:04:01.233052;M;23;1.0;23;2.166175;1.037104;s;hallway_downstairs;hallway_downstairs;12;0;weekday_
738;2007-10-25 20:04:02.270156;M;22;1.0;22;4.237391000000001;0.8100520000000001;s;hallway_downstairs;hallway_downstairs;12;0;weekday_
741;2007-10-25 20:04:03.080208;M;21;1.0;21;4.653268000000001;1.538149;s;hallway_downstairs;hallway_downstairs;12;0;weekday_
743;2007-10-25 20:04:04.618357;M;24;1.0;24;3.4174740000000003;1.393156;s;hallway_downstairs;hallway_downstairs;12;0;weekday_
744;2007-10-25 20:04:06.011513;M;25;1.0;25;3.038686;1.423014;s;hallway_downstairs;hallway_downstairs;12;0;weekday_
746;2007-10-25 20:04:07.434527;M;26;1.0;26;6.453366000000001;5.736467;s;stairs;stairs;13;0;weekday_
750;2007-10-25 20:04:13.170994;M;27;1.0;27;7.3987110000000005;3.836622;s;hallway_upstairs;hallway_upstairs;14;0;weekday_
752;2007-10-25 20:04:17.007616;M;28;1.0;28;3.07622;1.2826980000000001;s;hallway_upstairs;hallway_upstairs;14;0;weekday_
753;2007-10-25 20:04:18.290314;M;29;1.0;29;4.419817;1.095707;s;hallway_upstairs;hallway_upstairs;14;0;weekday_
754;2007-10-25 20:04:19.386021;M;37;1.0;37;5.299108;597.632597;s;bathroom;bathroom;15;0;weekday_
759;2007-10-25 20:14:17.018618;M;37;1.0;37;3.858267;1.060657;s;bathroom;bathroom;15;0;weekday_
760;2007-10-25 20:14:18.079275;M;29;1.0;29;5.78875;1.093007;s;hallway_upstairs;hallway_upstairs;16;0;weekday_
761;2007-10-25 20:14:19.172282;M;30;1.0;30;6.152394;2.01551;s;bedroom_south;bedroom_south;17;0;weekday_
763;2007-10-25 20:14:21.187792;M;36;1.0;36;3.617985;1.428601;s;bedroom_south;bedroom_south;17;0;weekday_
764;2007-10-25 20:14:22.616393;M;32;1.0;32;2.8762760000000003;0.827759;s;bedroom_south;bedroom_south;17;0;weekday_
765;2007-10-25 20:14:23.444152;M;33;1.0;33;3.208397;4.932257;s;bedroom_south;bedroom_south;17;0;weekday_
771;2007-10-25 20:14:28.376409;M;33;1.0;33;4.98073;0.689505;s;bedroom_south;bedroom_south;17;0;weekday_
772;2007-10-25 20:14:29.065914;M;32;1.0;32;11.029104;6.629812;s;bedroom_south;bedroom_south;17;0;weekday_
774;2007-10-25 20:14:35.695726;M;31;1.0;31;2.137176;3.397682;s;bedroom_south;bedroom_south;17;0;weekday_
776;2007-10-25 20:14:39.093408;M;36;1.0;36;4.938417;1.970787;s;bedroom_south;bedroom_south;17;0;weekday_
778;2007-10-25 20:14:41.064195;M;30;1.0;30;3.9233800000000003;0.671958;s;bedroom_south;bedroom_south;17;0;weekday_
779;2007-10-25 20:14:41.736153;M;29;1.0;29;4.46108;1.092885;s;hallway_upstairs;hallway_upstairs;18;0;weekday_
780;2007-10-25 20:14:42.829038;M;28;1.0;28;4.815778;1.348751;s;hallway_upstairs;hallway_upstairs;18;0;weekday_
782;2007-10-25 20:14:44.177789;M;27;1.0;27;7.886812000000001;11.542798000000001;s;hallway_upstairs;hallway_upstairs;18;0;weekday_
787;2007-10-25 20:14:55.720587;M;27;1.0;27;16.479528000000002;12.734554000000001;s;hallway_upstairs;hallway_upstairs;18;0;weekday_
788;2007-10-25 20:15:08.455141;M;26;1.0;26;3.5888630000000004;2.26138;s;stairs;stairs;19;0;weekday_
789;2007-10-25 20:15:10.716521;M;25;1.0;25;6.522188000000001;4.2088410000000005;s;hallway_downstairs;hallway_downstairs;20;0;weekday_
792;2007-10-25 20:15:14.925362;M;24;1.0;24;3.7689600000000003;1.105702;s;hallway_downstairs;hallway_downstairs;20;0;weekday_
793;2007-10-25 20:15:16.031064;M;21;1.0;21;1.7635020000000001;0.8937390000000001;s;hallway_downstairs;hallway_downstairs;20;0;weekday_
794;2007-10-25 20:15:16.924803;M;19;1.0;19;3.2012120000000004;1.4296190000000002;s;hallway_downstairs;hallway_downstairs;20;0;weekday_
797;2007-10-25 20:15:18.354422;M;18;1.0;18;3.8736970000000004;0.9757800000000001;s;kitchen;kitchen;21;0;weekday_
799;2007-10-25 20:15:19.330202;M;17;1.0;17;5.679037;14.498715;s;kitchen;kitchen;21;0;weekday_
803;2007-10-25 20:15:33.828917;M;17;1.0;17;7.237602000000001;17.203391;s;kitchen;kitchen;21;0;weekday_
805;2007-10-25 20:15:51.032308;M;17;1.0;17;4.632779;18.474917;s;kitchen;kitchen;21;0;weekday_
807;2007-10-25 20:16:09.507225;M;17;1.0;17;5.52444;3.42506;s;kitchen;kitchen;21;0;weekday_
808;2007-10-25 20:16:12.932285;M;15;1.0;15;3.8189170000000003;0.147961;s;living_room;kitchen;21;0;weekday_
809;2007-10-25 20:16:13.080246;M;16;1.0;16;1.2416420000000001;0.9057200000000001;s;kitchen;living_room;22;0;weekday_
810;2007-10-25 20:16:13.985966;M;8;1.0;8;4.273828;0.153978;s;living_room;living_room;22;0;weekday_
811;2007-10-25 20:16:14.139944;M;9;1.0;9;1.657529;0.631795;s;living_room;living_room;22;0;weekday_
813;2007-10-25 20:16:14.771739;M;7;1.0;7;3.3290900000000003;0.871765;s;living_room;living_room;22;0;weekday_
815;2007-10-25 20:16:15.643504;M;6;1.0;6;15.364070000000002;1.3196370000000002;s;living_room;living_room;22;0;weekday_
818;2007-10-25 20:16:16.963141;M;5;1.0;5;3.9789060000000003;10.115212000000001;s;living_room;living_room;22;0;weekday_
822;2007-10-25 20:16:27.078353;M;7;1.0;7;2.937472;0.76983;s;living_room;living_room;22;0;weekday_
823;2007-10-25 20:16:27.848183;M;8;1.0;8;2.1815450000000003;1.277992;s;living_room;living_room;22;0;weekday_
824;2007-10-25 20:16:29.126175;M;15;1.0;15;3.410311;0.344024;s;living_room;living_room;22;0;weekday_
825;2007-10-25 20:16:29.470199;M;16;1.0;16;1.5011240000000001;0.9591040000000001;s;kitchen;kitchen;23;0;weekday_
828;2007-10-25 20:16:30.429303;M;17;1.0;17;7.891528;3.51229;s;kitchen;kitchen;23;0;weekday_
832;2007-10-25 20:16:33.941593;M;18;1.0;18;3.8583830000000003;4.869096;s;kitchen;kitchen;23;0;weekday_
835;2007-10-25 20:16:38.810689;M;18;1.0;18;4.1162030000000005;0.949733;s;kitchen;kitchen;23;0;weekday_
836;2007-10-25 20:16:39.760422;M;17;1.0;17;2.9524890000000004;4.256657000000001;s;kitchen;kitchen;23;0;weekday_
839;2007-10-25 20:16:44.017079;M;17;1.0;17;2.5362020000000003;3.2660060000000004;s;kitchen;kitchen;23;0;weekday_
841;2007-10-25 20:16:47.283085;M;17;1.0;17;4.508026;4.6510370000000005;s;kitchen;kitchen;23;0;weekday_
