;Activity;Sensor_Added;Duration;Timestamp;LC_Activity;LC;Case
385;[5];5;1.02;2007-10-25 19:05:45.021685;5;s;1.0
386;[];0;35.98;2007-10-25 19:05:46.045393;5;c;1.0
387;[5];5;1.86;2007-10-25 19:06:22.025604;5;s;1.0
388;[];0;8.08;2007-10-25 19:06:23.888568;5;c;1.0
389;[6];6;0.09;2007-10-25 19:06:31.967094;6;s;1.0
390;[6, 5];5;0.91;2007-10-25 19:06:32.061491;5;s;1.0
391;[5];0;2.57;2007-10-25 19:06:32.970807;6;c;1.0
392;[];0;0.67;2007-10-25 19:06:35.544103;5;c;1.0
393;[5];5;4.85;2007-10-25 19:06:36.216072;5;s;1.0
394;[5, 6];6;2.85;2007-10-25 19:06:41.062355;6;s;1.0
395;[5];0;1.1;2007-10-25 19:06:43.910381;6;c;1.0
396;[];0;22.06;2007-10-25 19:06:45.008859;5;c;1.0
397;[5];5;1.68;2007-10-25 19:07:07.063994;5;s;1.0
398;[5, 5];5;6.4;2007-10-25 19:07:08.739524;5;s;1.0
399;[];0;0.55;2007-10-25 19:07:15.139798;5;c;1.0
400;[5];5;2.33;2007-10-25 19:07:15.693646;5;s;1.0
401;[];0;;2007-10-25 19:07:18.019097;5;c;1.0
402;[6];6;1.99;2007-10-25 19:16:25.413246;6;s;2.0
403;[];0;220.0;2007-10-25 19:16:27.406338;6;c;2.0
404;[6];6;7.49;2007-10-25 19:20:07.404353;6;s;2.0
405;[];0;6.66;2007-10-25 19:20:14.891478;6;c;2.0
406;[11];11;0.81;2007-10-25 19:20:21.547101;11;s;2.0
407;[11, 6];6;1.68;2007-10-25 19:20:22.352876;6;s;2.0
408;[6];0;1.01;2007-10-25 19:20:24.035632;11;c;2.0
409;[];0;187.35;2007-10-25 19:20:25.043202;6;c;2.0
410;[11];11;0.14;2007-10-25 19:23:32.389895;11;s;2.0
411;[11, 6];6;1.66;2007-10-25 19:23:32.529868;6;s;2.0
412;[11, 6, 5];5;3.1;2007-10-25 19:23:34.186382;5;s;2.0
413;[5];0;1.08;2007-10-25 19:23:37.060113;6;c;2.0
414;[6, 5];0;-0.22;2007-10-25 19:23:37.282146;11;c;2.0
415;[];0;12.29;2007-10-25 19:23:38.141218;5;c;2.0
416;[11];11;2.94;2007-10-25 19:23:50.430624;11;s;2.0
417;[];0;3.37;2007-10-25 19:23:53.365807;11;c;2.0
418;[11];11;2.86;2007-10-25 19:23:56.732872;11;s;2.0
419;[];0;32.74;2007-10-25 19:23:59.588067;11;c;2.0
420;[11];11;0.19;2007-10-25 19:24:32.329654;11;s;2.0
421;[11, 5];5;0.0;2007-10-25 19:24:32.516626;5;s;2.0
422;[11, 5, 6];6;1.67;2007-10-25 19:24:32.516626;6;s;2.0
423;[11, 6];0;0.24;2007-10-25 19:24:34.186229;5;c;2.0
424;[11];0;0.34;2007-10-25 19:24:34.424205;6;c;2.0
425;[11, 6];6;0.12;2007-10-25 19:24:34.763175;6;s;2.0
426;[11, 6, 10];10;1.37;2007-10-25 19:24:34.883186;10;s;2.0
427;[6, 10];0;0.29;2007-10-25 19:24:36.254079;11;c;2.0
428;[6];0;1.73;2007-10-25 19:24:36.547032;10;c;2.0
429;[];0;25.08;2007-10-25 19:24:38.087784;6;c;2.0
430;[6, 6];6;-0.19;2007-10-25 19:24:38.277744;6;s;2.0
431;[5, 6];6;3.34;2007-10-25 19:25:03.047564;6;s;2.0
432;[5];5;-0.12;2007-10-25 19:25:03.172539;5;s;2.0
433;[6];0;0.31;2007-10-25 19:25:06.389644;5;c;2.0
434;[];0;33.11;2007-10-25 19:25:06.702554;6;c;2.0
435;[6];6;0.18;2007-10-25 19:25:39.813105;6;s;2.0
436;[6, 11];11;0.3;2007-10-25 19:25:39.997083;11;s;2.0
437;[6, 11, 10];10;0.16;2007-10-25 19:25:40.300962;10;s;2.0
438;[6, 11, 10, 5];5;1.75;2007-10-25 19:25:40.460934;5;s;2.0
439;[6];0;0.01;2007-10-25 19:25:42.057562;10;c;2.0
440;[];0;10.13;2007-10-25 19:25:42.070847;6;c;2.0
441;[6, 11, 10];0;0.12;2007-10-25 19:25:42.212539;5;c;2.0
442;[6, 10];0;-0.28;2007-10-25 19:25:42.336538;11;c;2.0
443;[11];11;0.36;2007-10-25 19:25:52.204663;11;s;2.0
444;[11, 6];6;2.53;2007-10-25 19:25:52.560687;6;s;2.0
445;[11, 6, 5];5;1.21;2007-10-25 19:25:55.094909;5;s;2.0
446;[5];0;0.79;2007-10-25 19:25:56.086997;11;c;2.0
447;[11, 5];0;-0.22;2007-10-25 19:25:56.305021;6;c;2.0
448;[];0;44.61;2007-10-25 19:25:56.873062;5;c;2.0
449;[11];11;0.16;2007-10-25 19:26:41.480265;11;s;2.0
450;[11, 6];6;0.0;2007-10-25 19:26:41.643337;6;s;2.0
451;[11, 6, 10];10;0.27;2007-10-25 19:26:41.643337;10;s;2.0
452;[11, 6, 10, 5];5;1.25;2007-10-25 19:26:41.913352;5;s;2.0
453;[11, 6, 5];0;1.75;2007-10-25 19:26:43.159434;10;c;2.0
454;[6, 5];0;0.17;2007-10-25 19:26:44.912149;11;c;2.0
455;[6];0;0.0;2007-10-25 19:26:45.087143;5;c;2.0
456;[];0;132.38;2007-10-25 19:26:45.087143;6;c;2.0
457;[11];11;0.32;2007-10-25 19:28:57.468737;11;s;2.0
458;[11, 6];6;0.17;2007-10-25 19:28:57.790763;6;s;2.0
459;[11, 6, 5];5;1.81;2007-10-25 19:28:57.956811;5;s;2.0
460;[11, 5];0;0.37;2007-10-25 19:28:59.763838;6;c;2.0
461;[11, 5, 5];5;0.88;2007-10-25 19:29:00.134789;5;s;2.0
462;[11];0;0.6;2007-10-25 19:29:01.018849;5;c;2.0
463;[11, 6];6;1.58;2007-10-25 19:29:01.614368;6;s;2.0
464;[11];0;0.16;2007-10-25 19:29:03.195944;6;c;2.0
465;[];0;48.01;2007-10-25 19:29:03.355942;11;c;2.0
466;[11];11;1.76;2007-10-25 19:29:51.361104;11;s;2.0
467;[];0;0.93;2007-10-25 19:29:53.121631;11;c;2.0
468;[11];11;0.81;2007-10-25 19:29:54.051726;11;s;2.0
469;[11, 6];6;0.72;2007-10-25 19:29:54.860171;6;s;2.0
470;[6];0;3.88;2007-10-25 19:29:55.580968;11;c;2.0
471;[];0;34.96;2007-10-25 19:29:59.461899;6;c;2.0
472;[11];11;1.73;2007-10-25 19:30:34.423206;11;s;2.0
473;[];0;25.58;2007-10-25 19:30:36.156738;11;c;2.0
474;[11];11;1.04;2007-10-25 19:31:01.735676;11;s;2.0
475;[];0;8.77;2007-10-25 19:31:02.773391;11;c;2.0
476;[6];6;0.24;2007-10-25 19:31:11.542054;6;s;2.0
477;[6, 11];11;0.7;2007-10-25 19:31:11.784074;11;s;2.0
478;[6, 11, 10];10;2.15;2007-10-25 19:31:12.488143;10;s;2.0
479;[6, 10];0;0.68;2007-10-25 19:31:14.637341;11;c;2.0
480;[6, 10, 5];5;0.16;2007-10-25 19:31:15.312405;5;s;2.0
481;[6, 5];0;1.53;2007-10-25 19:31:15.475397;10;c;2.0
482;[6];0;2.99;2007-10-25 19:31:17.006907;5;c;2.0
483;[];0;5.1;2007-10-25 19:31:19.996265;6;c;2.0
484;[6];6;4.39;2007-10-25 19:31:25.097231;6;s;2.0
485;[6, 6];6;2.02;2007-10-25 19:31:29.488377;6;s;2.0
486;[];0;19.45;2007-10-25 19:31:31.507824;6;c;2.0
487;[11];11;0.31;2007-10-25 19:31:50.957063;11;s;2.0
488;[11, 6];6;1.63;2007-10-25 19:31:51.268974;6;s;2.0
489;[11];0;0.59;2007-10-25 19:31:52.900516;6;c;2.0
490;[11, 6];6;0.8;2007-10-25 19:31:53.494348;6;s;2.0
491;[6];0;1.6;2007-10-25 19:31:54.299124;11;c;2.0
492;[];0;1.92;2007-10-25 19:31:55.901676;6;c;2.0
493;[6];6;3.08;2007-10-25 19:31:57.823138;6;s;2.0
494;[];0;11.12;2007-10-25 19:32:00.900276;6;c;2.0
495;[6];6;1.85;2007-10-25 19:32:12.016121;6;s;2.0
496;[];0;33.61;2007-10-25 19:32:13.870724;6;c;2.0
497;[6];6;0.57;2007-10-25 19:32:47.484355;6;s;2.0
498;[];0;33.22;2007-10-25 19:32:48.050616;6;c;2.0
499;[6, 5, 11];11;0.98;2007-10-25 19:33:21.065171;11;s;2.0
500;[6];6;0.24;2007-10-25 19:33:21.275144;6;s;2.0
501;[6, 5];5;-0.45;2007-10-25 19:33:21.513056;5;s;2.0
502;[6, 5, 11, 10];10;1.57;2007-10-25 19:33:22.042917;10;s;2.0
503;[11, 10];0;0.81;2007-10-25 19:33:23.074947;6;c;2.0
504;[6, 11, 10];0;-0.54;2007-10-25 19:33:23.612492;5;c;2.0
505;[11];0;1.4;2007-10-25 19:33:23.885444;10;c;2.0
506;[];0;3.19;2007-10-25 19:33:25.288283;11;c;2.0
507;[10, 6];6;1.72;2007-10-25 19:33:28.006246;6;s;2.0
508;[10];10;-0.48;2007-10-25 19:33:28.481581;10;s;2.0
509;[10, 6, 11];11;0.96;2007-10-25 19:33:29.722686;11;s;2.0
510;[6, 11];0;2.06;2007-10-25 19:33:30.681795;10;c;2.0
511;[11];0;1.27;2007-10-25 19:33:32.741566;6;c;2.0
512;[];0;16.47;2007-10-25 19:33:34.009206;11;c;2.0
513;[11];11;0.11;2007-10-25 19:33:50.476507;11;s;2.0
514;[11, 6];6;3.73;2007-10-25 19:33:50.589517;6;s;2.0
515;[6];0;2.71;2007-10-25 19:33:54.317727;11;c;2.0
516;[];0;17.29;2007-10-25 19:33:57.027283;6;c;2.0
517;[6];6;0.79;2007-10-25 19:34:14.312516;6;s;2.0
518;[6, 11];11;2.34;2007-10-25 19:34:15.101304;11;s;2.0
519;[6];0;1.29;2007-10-25 19:34:17.442675;11;c;2.0
520;[];0;166.86;2007-10-25 19:34:18.730306;6;c;2.0
521;[11];11;0.19;2007-10-25 19:37:05.591613;11;s;2.0
522;[11, 6];6;3.87;2007-10-25 19:37:05.781566;6;s;2.0
523;[11, 6, 5];5;0.7;2007-10-25 19:37:09.655524;5;s;2.0
524;[6, 5];0;1.23;2007-10-25 19:37:10.355323;11;c;2.0
525;[6, 5, 5];5;1.43;2007-10-25 19:37:11.587051;5;s;2.0
526;[6, 5, 5, 7];7;0.53;2007-10-25 19:37:13.016718;7;s;2.0
527;[6, 7];0;0.35;2007-10-25 19:37:13.545203;5;c;2.0
528;[6, 7, 8];8;0.48;2007-10-25 19:37:13.899231;8;s;2.0
529;[6, 7, 8, 9];9;0.96;2007-10-25 19:37:14.383275;9;s;2.0
530;[6, 7, 8, 9, 15];15;0.32;2007-10-25 19:37:15.347367;15;s;2.0
531;[6, 7, 8, 9, 15, 16];16;0.51;2007-10-25 19:37:15.671393;16;s;2.0
532;[6, 7, 8, 15, 16];0;0.12;2007-10-25 19:37:16.183445;9;c;2.0
533;[6, 8, 15, 16];0;0.22;2007-10-25 19:37:16.299491;7;c;2.0
534;[8, 15, 16];0;0.28;2007-10-25 19:37:16.523471;6;c;2.0
535;[15, 16];0;2.38;2007-10-25 19:37:16.802718;8;c;2.0
536;[15];0;0.12;2007-10-25 19:37:19.179435;16;c;2.0
537;[];0;0.14;2007-10-25 19:37:19.296456;15;c;2.0
538;[17];17;6.59;2007-10-25 19:37:19.440415;17;s;2.0
539;[17, 16];16;1.53;2007-10-25 19:37:26.029687;16;s;2.0
540;[17];0;0.48;2007-10-25 19:37:27.561254;16;c;2.0
541;[];0;1.25;2007-10-25 19:37:28.040302;17;c;2.0
542;[16];16;0.12;2007-10-25 19:37:29.294775;16;s;2.0
543;[16, 17];17;2.19;2007-10-25 19:37:29.417753;17;s;2.0
544;[16, 17, 15];15;1.03;2007-10-25 19:37:31.612123;15;s;2.0
545;[16, 17, 15, 8];8;0.18;2007-10-25 19:37:32.641823;8;s;2.0
546;[16, 17, 15, 8, 9];9;0.68;2007-10-25 19:37:32.817784;9;s;2.0
547;[16, 17, 15, 8, 9, 7];7;1.0;2007-10-25 19:37:33.499576;7;s;2.0
548;[16, 17, 15, 8, 9, 7, 6];6;0.15;2007-10-25 19:37:34.497316;6;s;2.0
549;[17, 15, 8, 9, 7, 6];0;0.0;2007-10-25 19:37:34.644301;16;c;2.0
550;[17, 15, 8, 7, 6];0;0.77;2007-10-25 19:37:34.644301;9;c;2.0
551;[17, 8, 7, 6];0;0.57;2007-10-25 19:37:35.419044;15;c;2.0
552;[8, 7, 6];0;0.03;2007-10-25 19:37:35.990894;17;c;2.0
553;[8, 7, 6, 11];11;1.11;2007-10-25 19:37:36.016684;11;s;2.0
554;[6, 11];0;0.96;2007-10-25 19:37:37.007605;8;c;2.0
555;[8, 6, 11];0;-0.12;2007-10-25 19:37:37.130584;7;c;2.0
556;[11];0;2.09;2007-10-25 19:37:37.970331;6;c;2.0
557;[];0;38.81;2007-10-25 19:37:40.059758;11;c;2.0
558;[6];6;5.4;2007-10-25 19:38:18.871453;6;s;2.0
559;[];0;22.05;2007-10-25 19:38:24.266737;6;c;2.0
560;[11];11;2.42;2007-10-25 19:38:46.312479;11;s;2.0
561;[];0;9.73;2007-10-25 19:38:48.734787;11;c;2.0
562;[11];11;1.79;2007-10-25 19:38:58.468136;11;s;2.0
563;[];0;0.58;2007-10-25 19:39:00.257677;11;c;2.0
564;[6];6;4.26;2007-10-25 19:39:00.836499;6;s;2.0
565;[];0;19.97;2007-10-25 19:39:05.095555;6;c;2.0
566;[6];6;5.87;2007-10-25 19:39:25.066395;6;s;2.0
567;[];0;5.82;2007-10-25 19:39:30.935773;6;c;2.0
568;[11];11;0.44;2007-10-25 19:39:36.755544;11;s;2.0
569;[11, 6];6;1.82;2007-10-25 19:39:37.191418;6;s;2.0
570;[11, 6, 11];11;0.79;2007-10-25 19:39:39.011888;11;s;2.0
571;[11, 11];0;2.17;2007-10-25 19:39:39.800728;6;c;2.0
572;[];0;0.26;2007-10-25 19:39:41.970084;11;c;2.0
573;[11];11;2.32;2007-10-25 19:39:42.226013;11;s;2.0
574;[];0;0.18;2007-10-25 19:39:44.549361;11;c;2.0
575;[11];11;2.09;2007-10-25 19:39:44.725321;11;s;2.0
576;[];0;26.52;2007-10-25 19:39:46.812733;11;c;2.0
577;[11];11;1.78;2007-10-25 19:40:13.331699;11;s;2.0
578;[];0;19.75;2007-10-25 19:40:15.111856;11;c;2.0
579;[6];6;3.4;2007-10-25 19:40:34.857793;6;s;2.0
580;[];0;4.87;2007-10-25 19:40:38.254902;6;c;2.0
581;[11];11;2.89;2007-10-25 19:40:43.122046;11;s;2.0
582;[];0;6.87;2007-10-25 19:40:46.012136;11;c;2.0
583;[11];11;2.11;2007-10-25 19:40:52.881467;11;s;2.0
584;[];0;13.76;2007-10-25 19:40:54.987892;11;c;2.0
585;[11];11;1.82;2007-10-25 19:41:08.745056;11;s;2.0
586;[];0;43.84;2007-10-25 19:41:10.562565;11;c;2.0
587;[11];11;0.51;2007-10-25 19:41:54.407551;11;s;2.0
588;[11, 6];6;1.48;2007-10-25 19:41:54.915407;6;s;2.0
589;[11, 6, 5];5;0.15;2007-10-25 19:41:56.391007;5;s;2.0
590;[11, 6, 5, 6];6;1.37;2007-10-25 19:41:56.538974;6;s;2.0
591;[6, 5, 6];0;0.3;2007-10-25 19:41:57.910575;11;c;2.0
592;[6, 6];0;0.2;2007-10-25 19:41:58.214486;5;c;2.0
593;[6, 6, 10];10;0.15;2007-10-25 19:41:58.418426;10;s;2.0
594;[10];0;0.31;2007-10-25 19:41:58.567404;6;c;2.0
595;[10, 11];11;1.51;2007-10-25 19:41:58.874309;11;s;2.0
596;[11];0;0.31;2007-10-25 19:42:00.379899;10;c;2.0
597;[];0;49.0;2007-10-25 19:42:00.688794;11;c;2.0
598;[6];6;0.12;2007-10-25 19:42:49.691586;6;s;2.0
599;[6, 11];11;0.11;2007-10-25 19:42:49.807573;11;s;2.0
600;[6, 11, 10];10;1.68;2007-10-25 19:42:49.922526;10;s;2.0
601;[6];0;5.11;2007-10-25 19:42:51.074714;11;c;2.0
602;[6, 11];0;-0.53;2007-10-25 19:42:51.606131;10;c;2.0
603;[6, 6];6;0.43;2007-10-25 19:42:56.189535;6;s;2.0
604;[6, 6, 10];10;0.62;2007-10-25 19:42:56.622568;10;s;2.0
605;[10];0;0.58;2007-10-25 19:42:57.240007;6;c;2.0
606;[10, 11];11;0.54;2007-10-25 19:42:57.818661;11;s;2.0
607;[11];0;1.75;2007-10-25 19:42:58.360612;10;c;2.0
608;[];0;7.34;2007-10-25 19:43:00.110357;11;c;2.0
609;[11];11;1.63;2007-10-25 19:43:07.449332;11;s;2.0
610;[];0;0.89;2007-10-25 19:43:09.079877;11;c;2.0
611;[5];5;0.92;2007-10-25 19:43:09.967624;5;s;2.0
612;[5, 11];11;0.12;2007-10-25 19:43:10.887359;11;s;2.0
613;[11];0;1.36;2007-10-25 19:43:11.011339;5;c;2.0
614;[];0;70.84;2007-10-25 19:43:12.370951;11;c;2.0
615;[11];11;1.58;2007-10-25 19:44:23.214482;11;s;2.0
616;[];0;151.9;2007-10-25 19:44:24.792036;11;c;2.0
617;[11];11;2.24;2007-10-25 19:46:56.688161;11;s;2.0
618;[11, 6];6;1.96;2007-10-25 19:46:58.923531;6;s;2.0
619;[6];0;1.09;2007-10-25 19:47:00.885191;11;c;2.0
620;[];0;28.4;2007-10-25 19:47:01.975268;6;c;2.0
621;[11];11;2.13;2007-10-25 19:47:30.371638;11;s;2.0
622;[];0;2.74;2007-10-25 19:47:32.505294;11;c;2.0
623;[11];11;2.0;2007-10-25 19:47:35.240538;11;s;2.0
624;[];0;1.0;2007-10-25 19:47:37.239999;11;c;2.0
625;[11];11;1.66;2007-10-25 19:47:38.239725;11;s;2.0
626;[];0;6.05;2007-10-25 19:47:39.898286;11;c;2.0
627;[11];11;0.46;2007-10-25 19:47:45.947602;11;s;2.0
628;[11, 6];6;1.4;2007-10-25 19:47:46.411464;6;s;2.0
629;[6];0;0.15;2007-10-25 19:47:47.811069;11;c;2.0
630;[];0;0.12;2007-10-25 19:47:47.961016;6;c;2.0
631;[6];6;1.97;2007-10-25 19:47:48.083998;6;s;2.0
632;[];0;4.13;2007-10-25 19:47:50.052428;6;c;2.0
633;[6];6;1.76;2007-10-25 19:47:54.183271;6;s;2.0
634;[6, 11];11;2.07;2007-10-25 19:47:55.940772;11;s;2.0
635;[6];0;0.9;2007-10-25 19:47:58.007617;11;c;2.0
636;[];0;6.67;2007-10-25 19:47:58.903939;6;c;2.0
637;[11];11;1.99;2007-10-25 19:48:05.576118;11;s;2.0
638;[11, 6];6;1.82;2007-10-25 19:48:07.569578;6;s;2.0
639;[11];0;0.7;2007-10-25 19:48:09.390442;6;c;2.0
640;[];0;27.93;2007-10-25 19:48:10.091158;11;c;2.0
641;[6];6;6.36;2007-10-25 19:48:38.022994;6;s;2.0
642;[];0;2.13;2007-10-25 19:48:44.378493;6;c;2.0
643;[6];6;1.03;2007-10-25 19:48:46.511901;6;s;2.0
644;[];0;24.05;2007-10-25 19:48:47.537611;6;c;2.0
645;[11];11;1.62;2007-10-25 19:49:11.584912;11;s;2.0
646;[];0;9.46;2007-10-25 19:49:13.202468;11;c;2.0
647;[11];11;1.94;2007-10-25 19:49:22.662167;11;s;2.0
648;[];0;19.18;2007-10-25 19:49:24.604948;11;c;2.0
649;[11];11;1.79;2007-10-25 19:49:43.782004;11;s;2.0
650;[];0;0.43;2007-10-25 19:49:45.572158;11;c;2.0
651;[11];11;1.0;2007-10-25 19:49:46.004119;11;s;2.0
652;[11, 10];10;1.46;2007-10-25 19:49:47.004603;10;s;2.0
653;[10];0;0.2;2007-10-25 19:49:48.463764;11;c;2.0
654;[];0;0.99;2007-10-25 19:49:48.661709;10;c;2.0
655;[10];10;1.39;2007-10-25 19:49:49.649453;10;s;2.0
656;[];0;53.83;2007-10-25 19:49:51.037068;10;c;2.0
657;[6];6;4.04;2007-10-25 19:50:44.864616;6;s;2.0
658;[];0;83.63;2007-10-25 19:50:48.902096;6;c;2.0
659;[6];6;2.29;2007-10-25 19:52:12.530042;6;s;2.0
660;[6, 11];11;2.24;2007-10-25 19:52:14.820422;11;s;2.0
661;[11];0;1.84;2007-10-25 19:52:17.056807;6;c;2.0
662;[];0;3.5;2007-10-25 19:52:18.898299;11;c;2.0
663;[6];6;2.7;2007-10-25 19:52:22.395316;6;s;2.0
664;[];0;73.46;2007-10-25 19:52:25.097431;6;c;2.0
665;[6];6;2.02;2007-10-25 19:53:38.555305;6;s;2.0
666;[];0;48.34;2007-10-25 19:53:40.576754;6;c;2.0
667;[11];11;0.74;2007-10-25 19:54:28.914467;11;s;2.0
668;[11, 6];6;1.68;2007-10-25 19:54:29.650333;6;s;2.0
669;[11, 6, 11];11;0.84;2007-10-25 19:54:31.334859;11;s;2.0
670;[11, 6, 11, 10];10;0.23;2007-10-25 19:54:32.177622;10;s;2.0
671;[6, 10];0;1.69;2007-10-25 19:54:32.405553;11;c;2.0
672;[10];0;0.9;2007-10-25 19:54:34.097094;6;c;2.0
673;[];0;56.92;2007-10-25 19:54:34.992835;10;c;2.0
674;[6];6;3.84;2007-10-25 19:55:31.910172;6;s;2.0
675;[];0;0.57;2007-10-25 19:55:35.753094;6;c;2.0
676;[6];6;5.7;2007-10-25 19:55:36.326932;6;s;2.0
677;[];0;2.35;2007-10-25 19:55:42.028377;6;c;2.0
678;[6];6;1.0;2007-10-25 19:55:44.382719;6;s;2.0
679;[6, 11];11;0.65;2007-10-25 19:55:45.380433;11;s;2.0
680;[6, 11, 10];10;1.24;2007-10-25 19:55:46.026821;10;s;2.0
681;[6, 10];0;0.87;2007-10-25 19:55:47.265925;11;c;2.0
682;[6];0;5.36;2007-10-25 19:55:48.137681;10;c;2.0
683;[];0;0.58;2007-10-25 19:55:53.498194;6;c;2.0
684;[6];6;5.26;2007-10-25 19:55:54.080014;6;s;2.0
685;[];0;0.61;2007-10-25 19:55:59.344576;6;c;2.0
686;[10];10;4.13;2007-10-25 19:55:59.954401;10;s;2.0
687;[];0;23.31;2007-10-25 19:56:04.089303;10;c;2.0
688;[6];6;2.37;2007-10-25 19:56:27.403255;6;s;2.0
689;[];0;10.97;2007-10-25 19:56:29.774463;6;c;2.0
690;[10];10;2.03;2007-10-25 19:56:40.746147;10;s;2.0
691;[];0;38.5;2007-10-25 19:56:42.772596;10;c;2.0
692;[6];6;0.4;2007-10-25 19:57:21.269718;6;s;2.0
693;[];0;67.22;2007-10-25 19:57:21.668565;6;c;2.0
694;[6];6;2.35;2007-10-25 19:58:28.886947;6;s;2.0
695;[];0;1.98;2007-10-25 19:58:31.238282;6;c;2.0
696;[6];6;5.36;2007-10-25 19:58:33.221749;6;s;2.0
697;[];0;112.11;2007-10-25 19:58:38.583008;6;c;2.0
698;[6];6;3.38;2007-10-25 20:00:30.697721;6;s;2.0
699;[];0;38.38;2007-10-25 20:00:34.079061;6;c;2.0
700;[6];6;3.42;2007-10-25 20:01:12.457188;6;s;2.0
701;[10];10;2.38;2007-10-25 20:01:15.009972;10;s;2.0
702;[];0;-0.87;2007-10-25 20:01:15.876226;6;c;2.0
703;[];0;1.08;2007-10-25 20:01:17.391802;10;c;2.0
704;[11];11;2.11;2007-10-25 20:01:18.471508;11;s;2.0
705;[11, 6];6;0.0;2007-10-25 20:01:20.582946;6;s;2.0
706;[11, 6, 10];10;0.48;2007-10-25 20:01:20.582946;10;s;2.0
707;[6, 10];0;1.35;2007-10-25 20:01:21.062662;11;c;2.0
708;[6];0;1.11;2007-10-25 20:01:22.414401;10;c;2.0
709;[6, 6];6;1.53;2007-10-25 20:01:23.522104;6;s;2.0
710;[];0;34.84;2007-10-25 20:01:25.055672;6;c;2.0
711;[11];11;2.89;2007-10-25 20:01:59.900251;11;s;2.0
712;[];0;3.27;2007-10-25 20:02:02.791666;11;c;2.0
713;[6];6;1.95;2007-10-25 20:02:06.062459;6;s;2.0
714;[];0;49.71;2007-10-25 20:02:08.008166;6;c;2.0
715;[6];6;1.97;2007-10-25 20:02:57.714175;6;s;2.0
716;[];0;1.78;2007-10-25 20:02:59.679195;6;c;2.0
717;[6];6;0.83;2007-10-25 20:03:01.463742;6;s;2.0
718;[6, 11];11;3.51;2007-10-25 20:03:02.294494;11;s;2.0
719;[11];0;0.92;2007-10-25 20:03:05.801624;6;c;2.0
720;[];0;4.42;2007-10-25 20:03:06.719545;11;c;2.0
721;[6];6;0.38;2007-10-25 20:03:11.143784;6;s;2.0
722;[6, 11];11;2.53;2007-10-25 20:03:11.521696;11;s;2.0
723;[6];0;1.07;2007-10-25 20:03:14.046991;11;c;2.0
724;[6, 11];11;1.45;2007-10-25 20:03:15.118687;11;s;2.0
725;[11];0;0.96;2007-10-25 20:03:16.566803;6;c;2.0
726;[];0;16.26;2007-10-25 20:03:17.524881;11;c;2.0
727;[11];11;7.58;2007-10-25 20:03:33.786167;11;s;2.0
728;[];0;2.34;2007-10-25 20:03:41.362074;11;c;2.0
729;[11];11;1.79;2007-10-25 20:03:43.704419;11;s;2.0
730;[];0;2.57;2007-10-25 20:03:45.493919;11;c;2.0
731;[6];6;0.74;2007-10-25 20:03:48.067603;6;s;2.0
732;[6, 10];10;1.9;2007-10-25 20:03:48.806008;10;s;2.0
733;[6, 10, 5];5;1.3;2007-10-25 20:03:50.702482;5;s;2.0
734;[6, 10, 5, 7];7;0.0;2007-10-25 20:03:52.003914;7;s;2.0
735;[6, 5, 7];0;1.2;2007-10-25 20:03:52.003914;10;c;2.0
736;[6, 7, 1];0;0.53;2007-10-25 20:03:53.022939;5;c;2.0
737;[6, 5, 7, 1];1;-0.19;2007-10-25 20:03:53.208876;1;s;2.0
738;[6, 7, 1, 23];23;1.06;2007-10-25 20:03:53.554787;23;s;2.0
739;[6, 7, 1, 23, 22];22;0.16;2007-10-25 20:03:54.610499;22;s;2.0
740;[7, 1, 23, 22];0;0.58;2007-10-25 20:03:54.771467;6;c;2.0
741;[22];0;1.59;2007-10-25 20:03:55.088215;23;c;2.0
742;[1, 23, 22];0;0.13;2007-10-25 20:03:55.350301;7;c;2.0
743;[23, 22];0;-0.39;2007-10-25 20:03:55.482282;1;c;2.0
744;[22, 23];23;0.5;2007-10-25 20:03:56.673933;23;s;2.0
745;[22, 23, 1];1;0.74;2007-10-25 20:03:57.175799;1;s;2.0
746;[22, 23, 1, 7];7;0.87;2007-10-25 20:03:57.919594;7;s;2.0
747;[22, 1, 7];0;0.66;2007-10-25 20:03:58.791354;23;c;2.0
748;[1, 7];0;0.13;2007-10-25 20:03:59.451195;22;c;2.0
749;[1, 7, 22];22;0.83;2007-10-25 20:03:59.582169;22;s;2.0
750;[7, 22];0;0.19;2007-10-25 20:04:00.409006;1;c;2.0
751;[7];0;0.4;2007-10-25 20:04:00.597016;22;c;2.0
752;[7, 1];1;0.24;2007-10-25 20:04:00.993029;1;s;2.0
753;[7, 1, 23];23;1.04;2007-10-25 20:04:01.233052;23;s;2.0
754;[7, 1, 23, 22];22;0.46;2007-10-25 20:04:02.270156;22;s;2.0
755;[7, 23, 22];0;0.67;2007-10-25 20:04:02.733177;1;c;2.0
756;[22];0;0.01;2007-10-25 20:04:03.067026;7;c;2.0
757;[22, 21];21;1.54;2007-10-25 20:04:03.080208;21;s;2.0
758;[7, 22];0;-0.33;2007-10-25 20:04:03.399227;23;c;2.0
759;[22, 21, 24];24;1.39;2007-10-25 20:04:04.618357;24;s;2.0
760;[22, 21, 24, 25];25;0.5;2007-10-25 20:04:06.011513;25;s;2.0
761;[21, 24, 25];0;0.93;2007-10-25 20:04:06.507547;22;c;2.0
762;[21, 24, 25, 26];26;0.3;2007-10-25 20:04:07.434527;26;s;2.0
763;[24, 25, 26];0;0.3;2007-10-25 20:04:07.733476;21;c;2.0
